S,E,累计确诊,治愈人数,死亡人数
7029260004.4871025,307132648.7343874,10045747.818618486,234576207.3655789,4189570.5943105007
7029258243.053161,306675135.8664904,10030755.400626503,235045875.5070011,4194169.172718682
7029256484.248449,306218304.5164376,10015786.638008976,235514842.7089591,4198760.888142552
7029254728.068818,305762153.66926306,10000841.433094742,235983110.07741094,4203345.751410684
7029252974.510135,305306682.3115018,9985919.691306017,236450678.71374825,4207923.773306937
7029251223.568283,304851889.43118757,9971021.321014607,236917549.7149409,4212494.964571878
7029249475.239162,304397774.01785135,9956146.23340489,237383724.17367485,4217059.33590413
7029247729.518689,303944335.0625195,9941294.342343275,237849203.1784837,4221616.8979616575
7029245986.402794,303491571.55771214,9926465.564253818,238313987.813874,4226167.661362999
7029244245.887423,303039482.4974412,9911659.81799971,238778079.16044495,4230711.636688433
7029242507.968534,302588066.8772087,9896877.024770346,239241478.2950023,4235248.834481096
7029240772.642103,302137323.694005,9882117.10797374,239704186.29066724,4239779.26524805
7029239039.904115,301687251.94630677,9867379.993134003,240166204.21697998,4244302.939461295
7029237309.75057,301237850.63407534,9852665.607793668,240627533.13999882,4248819.867558737
7029235582.177482,300789118.75875473,9837973.881420614,241088174.12239444,4253330.059945118
7029233857.180875,300341055.3232697,9823304.745319387,241548128.22353995,4257833.526992887
7029232134.756786,299893659.33202416,9808658.132546708,242007396.49959674,4262330.279043051
7029230414.901265,299446929.7908988,9794033.977830958,242465980.00359643,4266820.326405972
7029228697.610372,299000865.7072496,9779432.217495471,242923879.78551894,4271303.679362132
7029226982.880177,298555466.0899056,9764852.789385438,243381096.89236718,4275780.348162865
7029225270.706763,298110729.9491673,9750295.632798264,243837632.36823812,4280250.343031053
7029223561.086224,297666656.2968043,9735760.688417204,244293487.2543907,4284713.67416179
7029221854.014662,297223244.1460536,9721247.89824814,244748662.5893106,4289170.351723016
7029220149.488192,296780492.51161766,9706757.205559326,245203159.40877214,4293620.3858561255
7029218447.502936,296338400.40966225,9692288.554823989,245656978.7458973,4298063.786676542
7029216748.05503,295896966.8578147,9677841.891665623,246110121.63121194,4302500.56427427
7029215051.1406145,295456190.8751618,9663417.16280587,246562589.0926997,4306930.728714424
7029213356.755842,295016071.48224777,9649014.316014867,247014382.15585336,4311354.29003773
7029211664.896875,294576607.7010722,9634633.300063912,247465501.84372368,4315771.2582610035
7029209975.559883,294137798.55508834,9620274.064680386,247915949.17696643,4320181.64337761
7029208288.741045,293699643.0692008,9605936.560504783,248365725.17388692,4324585.455357902
7029206604.436549,293262140.2697637,9591620.739049774,248814830.8504828,4328982.704149636
7029204922.642592,292825289.1845786,9577326.552661197,249263267.22048476,4333373.3996783765
7029203243.355378,292389088.84289247,9563053.954480892,249711035.29539555,4337757.551847869
7029201566.57112,291953538.27539563,9548802.898411272,250158136.08452716,4342135.17054041
7029199892.286039,291518636.5142199,9534573.339081587,250604570.5950364,4346506.265617197
7029198220.496365,291084382.5929363,9520365.231815755,251050339.83195877,4350870.8469186565
7029196551.198333,290650775.54655325,9506178.532601723,251495444.79824117,4355228.9242647635
7029194884.388188,290217814.4115146,9492013.198062267,251939886.49477273,4359580.507455346
